market,status,country_code,funding_rounds,founded_at,first_funding_at,last_funding_at,round_A,round_B,round_C,round_D,round_E,round_F,round_G,round_H,total_investment,years_to_first_funding
 Freemium ,operating,IRL,3.0,2011-01-01,2010-03-15,2012-06-14,0,1,0,0,0,0,0,0,22085400.0,-0.8
 Mobile ,operating,FRA,2.0,2011-03-28,2011-02-28,2013-07-01,0,0,0,0,0,0,0,0,536071.0,-0.07671232876712329
 Messaging ,operating,USA,2.0,2012-12-10,2008-02-01,2008-09-29,1,0,0,0,0,0,0,0,4000000.0,-4.86027397260274
 Recruiting ,operating,FIN,2.0,2010-09-20,2010-09-01,2011-08-01,0,0,0,0,0,0,0,0,352300.0,-0.052054794520547946
 Mobile ,acquired,LUX,5.0,2003-08-01,2002-01-01,2010-04-16,0,1,0,0,0,0,0,0,76805032.0,-1.5808219178082192
 Travel ,operating,CZE,2.0,2012-04-01,2012-01-01,2014-01-14,0,0,0,0,0,0,0,0,523306.0,-0.2493150684931507
 Clean Technology ,operating,CAN,1.0,2009-11-21,2009-11-20,2009-11-20,0,0,0,0,0,0,0,0,50000000.0,-0.0027397260273972603
 Consumer Goods ,operating,GBR,3.0,2007-06-18,2006-06-01,2008-02-01,1,1,1,0,0,0,0,0,4800000.0,-1.0465753424657533
 Photography ,acquired,USA,4.0,2005-08-01,2005-01-01,2008-01-01,0,1,1,1,0,0,0,0,78000000.0,-0.5808219178082191
 Health Care ,acquired,USA,6.0,2009-05-01,2008-01-01,2011-12-07,0,0,1,1,1,1,0,0,244000000.0,-1.3315068493150686
 Curated Web ,operating,USA,1.0,2010-10-10,2010-10-01,2010-10-01,0,0,0,0,0,0,0,0,150000.0,-0.024657534246575342
 Public Relations ,operating,USA,1.0,2013-10-19,2013-10-18,2013-10-18,0,0,0,0,0,0,0,0,50000.0,-0.0027397260273972603
 Clean Technology ,operating,USA,4.0,2010-04-07,2009-03-31,2010-12-29,0,0,0,0,0,0,0,0,392327.0,-1.0191780821917809
 Fleet Management ,operating,CAN,1.0,2013-06-01,2013-01-01,2013-01-01,0,0,0,0,0,0,0,0,1507962.0,-0.4136986301369863
 Advertising ,operating,USA,1.0,2013-02-01,2012-08-12,2012-08-12,0,0,0,0,0,0,0,0,25000.0,-0.473972602739726
 Collaborative Consumption ,operating,USA,3.0,2012-07-01,2011-01-20,2013-05-15,0,0,0,0,0,0,0,0,750000.0,-1.4465753424657535
 Education ,operating,KOR,1.0,2011-03-01,2011-01-01,2011-01-01,0,0,0,0,0,0,0,0,889120.0,-0.16164383561643836
 Education ,operating,USA,1.0,2009-08-01,2009-06-17,2009-06-17,0,0,0,0,0,0,0,0,35000.0,-0.1232876712328767
 NFC ,operating,FRA,3.0,2008-08-01,2008-02-20,2010-06-30,0,0,0,0,0,0,0,0,3798030.0,-0.4465753424657534
 App Stores ,operating,USA,1.0,2011-01-01,2006-07-01,2006-07-01,0,1,0,0,0,0,0,0,5000000.0,-4.506849315068493
 Software ,operating,USA,1.0,2013-11-11,2013-11-09,2013-11-09,0,0,0,0,0,0,0,0,50.0,-0.005479452054794521
 Mobile ,operating,HKG,3.0,2013-11-01,2013-02-27,2014-09-02,0,0,0,0,0,0,0,0,1950000.0,-0.6767123287671233
 Software ,acquired,USA,1.0,2010-03-26,2009-11-15,2009-11-15,0,0,0,0,0,0,0,0,2076250.0,-0.3589041095890411
 Test and Measurement ,operating,USA,2.0,2009-07-10,2009-01-01,2011-05-14,0,0,0,0,0,0,0,0,510000.0,-0.5205479452054794
 E-Commerce ,acquired,DEU,1.0,2008-12-22,2008-01-01,2008-01-01,0,0,0,0,0,0,0,0,298836.0,-0.9753424657534246
 Games ,operating,KOR,2.0,2012-07-01,2011-12-01,2012-03-22,0,0,0,0,0,0,0,0,10618475.0,-0.5835616438356165
 News ,operating,USA,1.0,2010-04-03,2009-09-01,2009-09-01,0,0,0,0,0,0,0,0,35000.0,-0.5863013698630137
 Social Media ,operating,USA,1.0,2013-06-01,2011-05-01,2011-05-01,0,0,0,0,0,0,0,0,750000.0,-2.0876712328767124
 Enterprise Software ,operating,USA,6.0,2009-01-01,2008-01-01,2014-05-09,0,0,1,0,0,0,0,0,15022208.0,-1.0027397260273974
 Digital Media ,operating,DEU,2.0,2013-10-17,2013-10-01,2014-10-08,0,0,0,0,0,0,0,0,31600.0,-0.043835616438356165
 Curated Web ,operating,GBR,1.0,2008-05-09,2008-05-01,2008-05-01,0,0,0,0,0,0,0,0,388500.0,-0.021917808219178082
 News ,operating,USA,3.0,2007-03-01,2006-09-01,2008-06-25,1,1,0,0,0,0,0,0,12650000.0,-0.4958904109589041
 Mobile ,operating,GBR,2.0,2007-07-01,2007-01-08,2008-04-17,1,1,0,0,0,0,0,0,56170000.0,-0.4767123287671233
 E-Commerce ,operating,USA,4.0,2012-05-01,2011-08-04,2014-07-16,1,0,0,0,0,0,0,0,5000000.0,-0.7424657534246575
 Apps ,operating,DEU,1.0,2013-07-01,2013-05-01,2013-05-01,0,0,0,0,0,0,0,0,25000.0,-0.16712328767123288
 Clean Technology ,operating,USA,7.0,2009-01-01,2008-11-12,2012-08-03,1,1,1,0,0,0,0,0,68800000.0,-0.136986301369863
 Finance ,operating,USA,6.0,2011-05-11,2011-01-01,2013-03-06,0,0,0,0,0,0,0,0,5395000.0,-0.3561643835616438
 Music ,operating,CHL,4.0,2012-03-14,2012-02-02,2013-02-16,0,0,0,0,0,0,0,0,153000.0,-0.11232876712328767
 Logistics ,operating,BRA,3.0,2013-01-01,2012-03-01,2014-09-09,0,0,0,0,0,0,0,0,2349586.0,-0.8383561643835616
 Databases ,acquired,FRA,1.0,2007-11-01,2007-06-01,2007-06-01,0,0,0,0,0,0,0,0,403080.0,-0.4191780821917808
 Entertainment ,operating,USA,1.0,2010-12-20,2010-12-01,2010-12-01,0,0,0,0,0,0,0,0,50000.0,-0.052054794520547946
 Databases ,operating,USA,3.0,2013-03-30,2011-01-01,2012-12-20,1,0,0,0,0,0,0,0,2200000.0,-2.243835616438356
 Specialty Foods ,operating,USA,3.0,2013-01-01,2012-06-01,2013-10-21,0,0,0,0,0,0,0,0,2300000.0,-0.5863013698630137
 Curated Web ,operating,ESP,2.0,2012-05-09,2012-05-07,2013-09-26,0,0,0,0,0,0,0,0,705226.0,-0.005479452054794521
 Social Media ,operating,USA,1.0,2013-07-19,2013-04-23,2013-04-23,0,0,0,0,0,0,0,0,100000.0,-0.23835616438356164
 Social Games ,operating,USA,2.0,2012-08-22,2012-08-16,2013-07-29,0,0,0,0,0,0,0,0,4400075.0,-0.01643835616438356
 Software ,operating,USA,7.0,2004-10-01,2004-08-01,2013-01-14,1,0,0,0,0,0,0,0,10525040.0,-0.16712328767123288
 Artificial Intelligence ,operating,JPN,2.0,2011-12-01,2010-12-01,2014-11-01,0,0,0,0,0,0,0,0,150000.0,-1.0
 Online Dating ,operating,USA,3.0,2007-03-01,2007-01-01,2011-11-21,1,1,0,0,0,0,0,0,11600000.0,-0.16164383561643836
 Curated Web ,operating,SGP,1.0,2011-01-01,2010-01-01,2010-01-01,0,0,0,0,0,0,0,0,50000.0,-1.0
 Photography ,operating,USA,2.0,2013-07-09,2012-12-28,2013-10-01,0,0,0,0,0,0,0,0,2275000.0,-0.5287671232876713
 Customer Service ,operating,USA,1.0,2008-09-25,2008-09-01,2008-09-01,0,0,0,0,0,0,0,0,1000000.0,-0.06575342465753424
 Sunglasses ,operating,USA,2.0,2012-10-23,2012-10-12,2013-11-15,0,0,0,0,0,0,0,0,800000.0,-0.030136986301369864
 Software ,operating,USA,1.0,2010-01-01,2009-03-16,2009-03-16,0,0,0,0,0,0,0,0,490000.0,-0.7972602739726027
 Games ,closed,USA,1.0,2010-02-12,2010-01-01,2010-01-01,0,0,0,0,0,0,0,0,150000.0,-0.11506849315068493
 Music ,operating,ITA,3.0,2009-12-08,2009-09-01,2013-03-18,0,0,0,0,0,0,0,0,129320.0,-0.2684931506849315
 Hardware + Software ,operating,USA,6.0,2010-05-01,2010-01-01,2014-07-25,0,0,0,0,0,0,0,0,5049997.0,-0.3287671232876712
 Mobile ,operating,CHE,1.0,2012-01-13,2012-01-01,2012-01-01,0,0,0,0,0,0,0,0,200000.0,-0.03287671232876712
 Games ,operating,GBR,1.0,2008-01-02,2008-01-01,2008-01-01,0,0,0,0,0,0,0,0,1000000.0,-0.0027397260273972603
 Sports ,operating,GBR,3.0,2012-07-20,2012-04-09,2014-04-01,1,1,0,0,0,0,0,0,5450000.0,-0.27945205479452057
 Sports ,operating,CAN,1.0,2014-01-01,2013-11-01,2013-11-01,0,0,0,0,0,0,0,0,479233.0,-0.16712328767123288
 Sports ,operating,GBR,1.0,2010-03-24,2009-10-26,2009-10-26,0,0,0,0,0,0,0,0,653426.0,-0.40821917808219177
 Entertainment ,operating,USA,1.0,2010-12-15,2010-10-01,2010-10-01,0,0,0,0,0,0,0,0,2000000.0,-0.2054794520547945
 Game ,operating,CAN,2.0,2012-01-01,2010-02-25,2012-04-01,0,0,0,0,0,0,0,0,465000.0,-1.8493150684931507
 Internet ,operating,PAN,1.0,2011-07-01,2011-01-01,2011-01-01,0,0,0,0,0,0,0,0,73000.0,-0.4958904109589041
 Social Media ,operating,HRV,1.0,2011-08-23,2011-07-01,2011-07-01,0,0,0,0,0,0,0,0,20000.0,-0.14520547945205478
 Curated Web ,closed,USA,1.0,2007-02-01,2007-01-01,2007-01-01,0,0,0,0,0,0,0,0,450000.0,-0.08493150684931507
 Events ,closed,USA,1.0,2012-06-01,2012-01-01,2012-01-01,0,0,0,0,0,0,0,0,250000.0,-0.41643835616438357
 Advertising ,acquired,USA,2.0,2008-02-01,2007-05-31,2008-05-01,1,1,0,0,0,0,0,0,8300000.0,-0.673972602739726
 Semantic Web ,operating,CHL,1.0,2012-04-01,2011-07-01,2011-07-01,0,0,0,0,0,0,0,0,40000.0,-0.7534246575342466
 E-Commerce ,acquired,USA,2.0,2010-07-23,2010-01-01,2012-02-09,0,0,0,0,0,0,0,0,15000.0,-0.5561643835616439
 Entertainment ,acquired,USA,2.0,2012-11-01,2009-03-24,2014-03-01,0,0,0,1,0,0,0,0,4240262.0,-3.610958904109589
 E-Commerce ,operating,BGR,2.0,2013-01-07,2012-12-13,2013-05-01,0,0,0,0,0,0,0,0,65372.0,-0.0684931506849315
 Games ,operating,USA,2.0,2011-08-10,2011-06-01,2012-10-01,0,0,0,0,0,0,0,0,30000.0,-0.1917808219178082
 Internet ,operating,USA,1.0,2010-01-01,2009-04-01,2009-04-01,0,0,0,0,0,0,0,0,40000.0,-0.7534246575342466
 Crowdfunding ,closed,USA,2.0,2012-08-02,2012-08-01,2012-09-15,0,0,0,0,0,0,0,0,4500.0,-0.0027397260273972603
 Virtual Worlds ,closed,CAN,2.0,2009-02-28,2008-06-11,2008-12-20,0,0,0,0,0,0,0,0,550000.0,-0.7178082191780822
 Social Media ,operating,COL,4.0,2012-01-05,2011-06-01,2013-06-01,0,0,0,0,0,0,0,0,269909.0,-0.5972602739726027
 Language Learning ,operating,USA,2.0,2012-12-01,2011-01-01,2013-12-13,0,0,0,0,0,0,0,0,440000.0,-1.917808219178082
 Big Data Analytics ,operating,ITA,2.0,2014-01-01,2012-11-12,2014-04-01,0,0,0,0,0,0,0,0,169502.0,-1.1369863013698631
 Startups ,operating,HUN,1.0,2014-04-04,2014-04-03,2014-04-03,0,0,0,0,0,0,0,0,275177.0,-0.0027397260273972603
 Curated Web ,acquired,USA,3.0,2008-01-01,2007-12-01,2010-11-12,0,0,0,0,0,0,0,0,750000.0,-0.08493150684931507
 Sports ,operating,BGR,2.0,2014-01-14,2014-01-01,2014-06-01,0,0,0,0,0,0,0,0,68497.0,-0.03561643835616438
 Cloud Computing ,operating,USA,1.0,2007-03-21,2006-08-01,2006-08-01,0,0,0,0,0,0,0,0,250000.0,-0.6356164383561644
 Online Dating ,operating,USA,2.0,2014-01-01,2012-02-28,2014-01-30,0,0,0,0,0,0,0,0,1077000.0,-1.8438356164383563
 Entertainment ,operating,USA,1.0,2014-01-02,2013-11-21,2013-11-21,0,0,0,0,0,0,0,0,20000.0,-0.11506849315068493
 Media ,acquired,USA,3.0,2009-12-11,2009-07-01,2011-02-03,1,0,0,0,0,0,0,0,2023000.0,-0.4465753424657534
 Software ,operating,USA,2.0,2010-01-01,2009-12-01,2010-06-15,0,0,0,0,0,0,0,0,1550000.0,-0.08493150684931507
 PaaS ,operating,GBR,1.0,2010-03-02,2010-03-01,2010-03-01,0,0,0,0,0,0,0,0,149167.0,-0.0027397260273972603
 Media ,operating,USA,2.0,2010-03-01,2010-02-01,2011-06-09,1,0,0,0,0,0,0,0,2350000.0,-0.07671232876712329
 Technology ,operating,USA,1.0,2012-07-15,2009-05-05,2009-05-05,0,0,0,0,0,0,0,0,170000.0,-3.197260273972603
 Baby Boomers ,operating,USA,1.0,2012-11-01,2011-03-01,2011-03-01,0,0,0,0,0,0,0,0,167000.0,-1.673972602739726
 News ,operating,GBR,1.0,2008-01-01,2007-01-24,2007-01-24,1,0,0,0,0,0,0,0,3000000.0,-0.936986301369863
 Education ,operating,ISR,3.0,2011-07-10,2009-03-10,2011-07-15,0,0,0,0,0,0,0,0,205000.0,-2.334246575342466
 Advertising ,operating,GHA,1.0,2010-01-01,2009-12-01,2009-12-01,0,0,0,0,0,0,0,0,200000.0,-0.08493150684931507
 Mobile ,operating,USA,2.0,2013-11-12,2012-12-01,2013-04-29,0,0,0,0,0,0,0,0,1500000.0,-0.947945205479452
 Mobile ,closed,ITA,1.0,2010-12-05,2010-08-01,2010-08-01,0,0,0,0,0,0,0,0,195420.0,-0.3452054794520548
 Digital Media ,operating,USA,1.0,2013-08-01,2013-07-04,2013-07-04,0,0,0,0,0,0,0,0,25000.0,-0.07671232876712329
 Advertising ,operating,USA,1.0,2009-07-30,2009-01-01,2009-01-01,0,0,0,0,0,0,0,0,250000.0,-0.5753424657534246
 Local ,operating,DEU,5.0,2012-10-29,2012-05-09,2013-10-02,1,1,0,0,0,0,0,0,4221970.0,-0.473972602739726
 Curated Web ,acquired,USA,4.0,2002-02-01,2001-01-01,2011-03-09,0,1,0,0,0,0,0,0,18500000.0,-1.084931506849315
 Crowdsourcing ,operating,USA,1.0,2009-01-01,2008-07-01,2008-07-01,0,0,0,0,0,0,0,0,570000.0,-0.5041095890410959
 Lifestyle ,operating,USA,2.0,2013-08-15,2012-05-22,2013-08-14,1,0,0,0,0,0,0,0,5800000.0,-1.2328767123287672
 Mobile ,operating,GBR,5.0,2011-11-25,2011-11-10,2013-11-26,0,0,0,0,0,0,0,0,973563.0,-0.0410958904109589
 Curated Web ,operating,CAN,4.0,2011-07-27,2010-06-01,2013-01-31,0,0,0,0,0,0,0,0,950563.0,-1.1534246575342466
 Direct Marketing ,operating,USA,2.0,2012-07-30,2012-03-01,2013-10-22,0,0,0,0,0,0,0,0,425000.0,-0.4136986301369863
 Clean Technology ,operating,USA,7.0,2008-01-01,2007-12-12,2014-04-04,0,0,1,1,0,0,0,0,245500000.0,-0.0547945205479452
 Media ,operating,USA,1.0,2011-02-01,2010-01-01,2010-01-01,0,0,0,0,0,0,0,0,100000.0,-1.084931506849315
 Babies ,closed,USA,1.0,2013-01-01,2012-12-15,2012-12-15,0,0,0,0,0,0,0,0,375000.0,-0.04657534246575343
 Education ,closed,USA,1.0,2009-01-01,2008-01-01,2008-01-01,0,0,0,0,0,0,0,0,100000.0,-1.0027397260273974
 Market Research ,operating,USA,4.0,2009-08-01,1999-04-01,2010-07-01,0,1,1,1,0,0,0,0,36847126.0,-10.342465753424657
 Mobile ,acquired,USA,3.0,2010-12-01,2010-01-01,2012-04-01,1,1,0,0,0,0,0,0,20200000.0,-0.915068493150685
 Games ,operating,USA,1.0,2007-10-01,2007-09-01,2007-09-01,0,0,0,0,0,0,0,0,1600000.0,-0.0821917808219178
 Curated Web ,acquired,USA,2.0,2005-06-01,2005-04-01,2006-05-01,1,1,0,0,0,0,0,0,3500000.0,-0.16712328767123288
 Clean Technology ,operating,CHE,2.0,2009-09-18,2009-08-01,2014-01-28,0,0,0,0,0,0,0,0,16666.0,-0.13150684931506848
 Trading ,operating,USA,3.0,2011-08-29,2011-02-01,2012-09-01,0,0,0,0,0,0,0,0,46000.0,-0.5726027397260274
 Curated Web ,closed,USA,3.0,2010-01-01,2006-07-01,2010-05-25,0,1,1,0,0,0,0,0,11300000.0,-3.506849315068493
 Promotional ,operating,USA,2.0,2012-01-01,2011-10-01,2012-12-15,0,0,0,0,0,0,0,0,1350000.0,-0.25205479452054796
 Mobile Commerce ,closed,USA,1.0,2013-04-01,2012-08-01,2012-08-01,0,0,0,0,0,0,0,0,50000.0,-0.6657534246575343
 E-Commerce ,operating,GBR,5.0,2012-09-13,2012-08-12,2013-10-01,0,0,0,0,0,0,0,0,559194.0,-0.08767123287671233
 Marketing Automation ,operating,USA,4.0,2011-01-01,2009-01-10,2014-09-18,1,1,0,0,0,0,0,0,21139440.0,-1.9753424657534246
 Wireless ,operating,USA,6.0,2006-06-01,2006-05-30,2013-07-11,0,1,1,0,0,0,0,0,43500000.0,-0.005479452054794521
 Video ,operating,USA,1.0,2010-04-10,2005-10-11,2005-10-11,0,0,1,0,0,0,0,0,5000000.0,-4.498630136986302
 Health Care ,operating,USA,8.0,2005-01-01,2004-05-24,2014-10-14,0,1,0,1,0,0,0,0,58406234.0,-0.6082191780821918
 Enterprise Software ,acquired,USA,1.0,2008-11-03,2008-10-31,2008-10-31,1,0,0,0,0,0,0,0,2350000.0,-0.00821917808219178
 Visualization ,operating,USA,10.0,2014-01-27,2010-05-16,2013-08-30,0,0,0,0,0,0,0,0,1664000.0,-3.7041095890410958
 Biotechnology ,operating,USA,2.0,2013-04-16,2013-04-11,2014-10-27,1,1,0,0,0,0,0,0,83000000.0,-0.0136986301369863
 Software ,operating,USA,3.0,2008-09-01,2008-01-01,2014-03-31,0,1,0,0,0,0,0,0,7400000.0,-0.6684931506849315
 Curated Web ,operating,USA,3.0,2012-09-01,2012-04-10,2013-09-30,0,0,0,0,0,0,0,0,1800000.0,-0.39452054794520547
 Music ,operating,LUX,3.0,2011-12-20,2011-12-17,2013-06-28,0,0,0,0,0,0,0,0,654957.0,-0.00821917808219178
 Apps ,operating,GBR,1.0,2014-04-01,2014-01-01,2014-01-01,0,0,0,0,0,0,0,0,1600000.0,-0.2465753424657534
 Human Resources ,operating,USA,5.0,2012-01-01,2011-08-10,2014-08-05,1,0,0,0,0,0,0,0,5271762.0,-0.39452054794520547
 Online Shopping ,operating,ZAF,4.0,2010-10-11,2010-10-01,2014-05-23,0,0,0,0,0,0,0,0,100000000.0,-0.0273972602739726
 Software ,operating,USA,5.0,2006-07-11,2006-07-01,2014-03-25,1,1,1,0,0,0,0,0,18800000.0,-0.0273972602739726
 Internet ,operating,USA,6.0,2009-01-01,2008-01-01,2013-11-26,1,1,1,1,0,0,0,0,45100000.0,-1.0027397260273974
 Sales and Marketing ,operating,USA,3.0,2009-06-30,2009-01-01,2014-05-08,1,1,1,0,0,0,0,0,29100000.0,-0.4931506849315068
 Social Media ,operating,ITA,2.0,2011-12-01,2011-10-03,2012-12-01,0,0,0,0,0,0,0,0,169841.0,-0.16164383561643836
 Curated Web ,closed,SGP,1.0,2008-01-01,2007-01-01,2007-01-01,0,0,0,0,0,0,0,0,50000.0,-1.0
 Social Media Agent ,closed,GBR,1.0,2006-03-14,2006-03-10,2006-03-10,0,0,0,0,0,0,0,0,10000.0,-0.010958904109589041
 Digital Media ,operating,USA,1.0,2010-08-15,2010-01-01,2010-01-01,0,0,0,0,0,0,0,0,85000.0,-0.6191780821917808
 Business Intelligence ,operating,USA,4.0,2012-08-20,2012-08-01,2014-10-31,0,0,0,0,0,0,0,0,1525000.0,-0.052054794520547946
 Curated Web ,operating,CHN,3.0,2010-01-01,2009-01-01,2013-06-01,0,1,0,0,0,0,0,0,10487092.0,-1.0
 Mobile ,closed,USA,2.0,2008-01-01,2007-09-01,2008-03-25,0,0,0,0,0,0,0,0,5000000.0,-0.33424657534246577
 Incentives ,operating,PRT,1.0,2013-09-12,2013-01-01,2013-01-01,0,0,0,0,0,0,0,0,66023.0,-0.6958904109589041
 Apps ,acquired,USA,4.0,2008-02-01,2008-01-01,2008-12-08,0,0,0,0,0,0,0,0,2800000.0,-0.08493150684931507
 File Sharing ,operating,USA,1.0,2014-02-16,2013-11-06,2013-11-06,0,0,0,0,0,0,0,0,110000.0,-0.27945205479452057
 Internet ,operating,TUR,3.0,2010-07-28,2009-08-02,2013-11-07,0,0,0,0,0,0,0,0,200000.0,-0.9863013698630136
 Cloud Computing ,operating,IRL,1.0,2013-02-25,2012-12-01,2012-12-01,0,0,0,0,0,0,0,0,15000.0,-0.2356164383561644
 Messaging ,operating,USA,3.0,2010-07-01,2009-06-14,2011-01-01,0,0,0,0,0,0,0,0,50000.0,-1.0465753424657533
 Curated Web ,operating,USA,1.0,2012-04-17,2012-02-03,2012-02-03,0,0,0,0,0,0,0,0,35000.0,-0.20273972602739726
 Social Network Media ,operating,CHL,1.0,2014-03-31,2014-02-01,2014-02-01,0,0,0,0,0,0,0,0,10000.0,-0.1589041095890411
 Education ,acquired,USA,3.0,2007-06-05,2007-01-01,2009-05-27,1,0,0,0,0,0,0,0,3450000.0,-0.4246575342465753
 Online Video Advertising ,operating,FRA,5.0,2011-01-01,2007-01-01,2013-10-22,1,1,0,0,0,0,0,0,51567860.0,-4.002739726027397
 Content ,operating,ARE,1.0,2012-12-18,2012-08-11,2012-08-11,0,0,0,0,0,0,0,0,24000.0,-0.35342465753424657
 Fashion ,operating,GBR,1.0,2010-01-27,2010-01-07,2010-01-07,0,0,0,0,0,0,0,0,250000.0,-0.0547945205479452
 Tablets ,operating,USA,1.0,2012-05-01,2012-01-02,2012-01-02,0,0,0,0,0,0,0,0,15000.0,-0.3287671232876712
 Software ,operating,USA,7.0,2009-10-01,2009-04-01,2013-12-10,1,1,1,0,0,0,0,0,35950000.0,-0.5013698630136987
 Mobile ,operating,FRA,1.0,2011-11-18,2005-01-01,2005-01-01,0,0,0,0,0,0,0,0,1362100.0,-6.882191780821918
 Mobile ,closed,FRA,1.0,2009-03-01,2008-01-01,2008-01-01,0,0,0,0,0,0,0,0,235800.0,-1.1643835616438356
 Local Businesses ,acquired,ESP,1.0,2009-04-08,2009-01-01,2009-01-01,0,0,0,0,0,0,0,0,340966.0,-0.26575342465753427
 Games ,operating,ESP,1.0,2010-01-30,2008-06-10,2008-06-10,0,0,0,0,0,0,0,0,15000.0,-1.641095890410959
 Public Transportation ,operating,USA,7.0,2006-05-01,2005-01-01,2012-05-25,1,0,0,0,0,0,0,0,5817312.0,-1.3287671232876712
 Charity ,operating,GBR,2.0,2014-10-01,2014-03-01,2014-04-01,0,0,0,0,0,0,0,0,3000000.0,-0.5863013698630137
 E-Commerce ,operating,USA,1.0,2010-09-04,2010-09-01,2010-09-01,0,0,0,0,0,0,0,0,50000.0,-0.00821917808219178
 Babies ,operating,USA,2.0,2007-04-23,2007-01-01,2013-01-01,0,0,0,0,0,0,0,0,1900000.0,-0.30684931506849317
 Social Media ,closed,DEU,1.0,2010-05-01,2010-04-01,2010-04-01,0,0,0,0,0,0,0,0,100000.0,-0.0821917808219178
 E-Commerce ,operating,USA,2.0,2013-09-20,2010-04-07,2013-09-17,0,0,0,0,0,0,0,0,271250.0,-3.4575342465753423
 Education ,operating,USA,1.0,2014-09-18,2014-09-14,2014-09-14,0,0,0,0,0,0,0,0,2500.0,-0.010958904109589041
 Social Network Media ,closed,USA,2.0,2010-06-28,2010-01-01,2010-06-01,0,0,0,0,0,0,0,0,63500.0,-0.4876712328767123
 Facebook Applications ,operating,ARG,1.0,2012-12-01,2011-09-01,2011-09-01,0,0,0,0,0,0,0,0,25000.0,-1.252054794520548
 Publishing ,acquired,USA,5.0,2005-05-09,2005-05-01,2010-08-01,1,1,1,0,0,0,0,0,37000000.0,-0.021917808219178082
 E-Commerce ,operating,USA,4.0,2013-01-01,2012-10-01,2014-04-10,1,1,0,0,0,0,0,0,16200000.0,-0.25205479452054796
 Clean Technology ,operating,NLD,4.0,2009-09-03,2009-01-01,2013-01-01,1,1,1,0,0,0,0,0,17881980.0,-0.6712328767123288
 News ,operating,USA,1.0,2014-01-01,2009-01-20,2009-01-20,0,0,0,0,0,0,0,0,250000000.0,-4.950684931506849
 Curated Web ,operating,USA,1.0,2012-07-01,2012-01-01,2012-01-01,0,0,0,0,0,0,0,0,1000.0,-0.4986301369863014
 Recruiting ,operating,USA,6.0,2009-01-06,2009-01-01,2014-08-19,0,1,1,0,0,0,0,0,17975000.0,-0.0136986301369863
 Software ,operating,USA,1.0,2002-09-30,2002-08-28,2002-08-28,0,0,0,0,0,0,0,0,500000.0,-0.09041095890410959
 Curated Web ,operating,USA,1.0,2009-12-01,2009-10-16,2009-10-16,0,0,0,0,0,0,0,0,260000.0,-0.12602739726027398
 Education ,operating,USA,1.0,2014-01-01,2013-06-11,2013-06-11,0,0,0,0,0,0,0,0,300000.0,-0.5589041095890411
 Clean Technology ,operating,USA,1.0,2014-04-01,2014-03-17,2014-03-17,0,0,0,0,0,0,0,0,9100.0,-0.0410958904109589
 Clean Technology ,operating,USA,1.0,2014-04-01,2014-03-17,2014-03-17,0,0,0,0,0,0,0,0,9100.0,-0.0410958904109589
 Hospitality ,operating,USA,1.0,2014-10-21,2014-10-20,2014-10-20,0,0,0,0,0,0,0,0,2500000.0,-0.0027397260273972603
 Enterprise Software ,operating,USA,2.0,2010-06-15,2010-01-01,2010-07-01,0,0,0,0,0,0,0,0,4900000.0,-0.4520547945205479
 Social Business ,operating,ESP,4.0,2006-12-01,2006-11-01,2008-09-01,1,0,0,0,0,0,0,0,13308556.0,-0.0821917808219178
 Marketplaces ,operating,GBR,1.0,2010-05-01,2009-11-01,2009-11-01,0,0,0,0,0,0,0,0,50000.0,-0.4958904109589041
 E-Commerce ,operating,USA,3.0,2006-10-01,2005-02-01,2007-07-01,1,1,1,0,0,0,0,0,26000000.0,-1.663013698630137
 Mobile Games ,operating,SGP,5.0,2008-01-01,2007-01-01,2011-07-19,1,0,0,0,0,0,0,0,2300000.0,-1.0
 Local Businesses ,operating,USA,2.0,2013-05-01,2009-12-06,2011-12-28,0,0,0,0,0,0,0,0,979000.0,-3.4027397260273973
 Social Media ,operating,ESP,1.0,2011-11-01,2011-01-01,2011-01-01,0,0,0,0,0,0,0,0,4000000.0,-0.8328767123287671
 Natural Language Processing ,operating,GBR,1.0,2011-02-01,2008-01-01,2008-01-01,1,0,0,0,0,0,0,0,950000.0,-3.0876712328767124
 Health Care ,operating,USA,3.0,2012-09-01,2012-05-18,2014-01-16,0,0,0,0,0,0,0,0,225000.0,-0.29041095890410956
 Software ,acquired,USA,2.0,2009-06-01,2008-06-09,2009-10-29,1,0,0,0,0,0,0,0,3685000.0,-0.9780821917808219
 Advertising ,acquired,USA,2.0,2011-01-08,2011-01-01,2011-08-13,0,0,0,0,0,0,0,0,1630000.0,-0.019178082191780823
 Software ,operating,USA,8.0,2008-04-01,2008-01-01,2014-10-15,1,0,1,1,0,0,0,0,51979578.0,-0.2493150684931507
 Software ,operating,IRL,2.0,2011-11-30,2011-09-01,2012-10-01,0,0,0,0,0,0,0,0,64330.0,-0.2465753424657534
 Messaging ,acquired,USA,2.0,2008-06-01,2008-03-27,2010-12-07,1,1,0,0,0,0,0,0,6300000.0,-0.18082191780821918
 Games ,operating,CHN,3.0,2011-12-16,2011-12-01,2013-09-01,1,1,0,0,0,0,0,0,2100000.0,-0.0410958904109589
 Events ,operating,ESP,5.0,2009-12-01,2009-01-01,2014-10-02,0,0,1,1,0,0,0,0,14291937.0,-0.915068493150685
